alpha2,alpha3,cal_macro_f1,cal_alive,tune_macro_f1,tune_alive
0.4,1.2,0.1905,9,0.1607,9
0.5,0.0,0.267,9,0.2235,8
0.5,0.1,0.2683,9,0.228,8
0.5,0.2,0.2697,10,0.2314,8
0.5,0.3,0.2703,10,0.2336,10
0.5,0.4,0.272,10,0.2341,10
0.5,0.5,0.2729,10,0.2351,10
0.5,0.6,0.2729,11,0.2343,10
0.5,0.7,0.2704,10,0.2326,10
0.5,0.8,0.2644,10,0.228,10
0.5,0.9,0.2544,10,0.2162,10
0.5,1.0,0.2338,10,0.1944,10
0.5,1.1,0.2112,10,0.1768,11
0.5,1.2,0.1915,9,0.16,9
0.6,0.0,0.2644,9,0.2216,8
0.6,0.1,0.2656,9,0.2268,8
0.6,0.2,0.267,10,0.2301,8
0.6,0.3,0.2679,10,0.2319,10
0.6,0.4,0.2693,10,0.2321,10
0.6,0.5,0.2702,10,0.2329,10
0.6,0.6,0.2704,11,0.2318,10
0.6,0.7,0.2684,10,0.2301,10
0.6,0.8,0.2632,10,0.2259,10
0.6,0.9,0.2541,10,0.2148,10
0.6,1.0,0.2342,10,0.1933,10
0.6,1.1,0.2116,10,0.1756,10
0.6,1.2,0.192,9,0.1586,9
0.7,0.0,0.261,9,0.2192,8
0.7,0.1,0.2624,9,0.2246,8
0.7,0.2,0.2638,10,0.2274,8
0.7,0.3,0.2647,10,0.229,10
0.7,0.4,0.2659,10,0.2291,10
0.7,0.5,0.2668,11,0.2296,10
0.7,0.6,0.267,11,0.2284,10
0.7,0.7,0.2652,10,0.2268,10
0.7,0.8,0.2607,10,0.2231,10
0.7,0.9,0.2528,10,0.2128,10
0.7,1.0,0.2337,10,0.1915,10
0.7,1.1,0.2112,10,0.1738,10
0.7,1.2,0.1918,9,0.1569,9
0.8,0.0,0.257,9,0.2163,8
0.8,0.1,0.2581,9,0.2218,8
0.8,0.2,0.2594,9,0.2243,8
0.8,0.3,0.2601,9,0.2254,9
0.8,0.4,0.2613,9,0.2252,10
0.8,0.5,0.2622,10,0.2253,10
0.8,0.6,0.2625,10,0.2241,10
0.8,0.7,0.2612,10,0.2225,10
0.8,0.8,0.2573,10,0.2194,10
0.8,0.9,0.2505,10,0.21,10
0.8,1.0,0.2324,10,0.1892,10
0.8,1.1,0.2102,10,0.1717,10
0.8,1.2,0.1908,9,0.1549,9
0.9,0.0,0.2531,9,0.2136,8
0.9,0.1,0.2542,9,0.2187,8
0.9,0.2,0.2554,10,0.2208,8
0.9,0.3,0.2561,10,0.2215,9
0.9,0.4,0.257,10,0.2209,9
0.9,0.5,0.2578,10,0.2207,10
0.9,0.6,0.2579,10,0.2195,10
0.9,0.7,0.2569,10,0.2182,10
0.9,0.8,0.2536,10,0.2156,10
0.9,0.9,0.2478,10,0.2068,10
0.9,1.0,0.2308,10,0.1867,10
0.9,1.1,0.2089,10,0.1693,10
0.9,1.2,0.1898,9,0.1528,9
1.0,0.0,0.248,9,0.2092,8
1.0,0.1,0.2489,9,0.2144,8
1.0,0.2,0.2499,10,0.2163,8
1.0,0.3,0.2505,10,0.2168,9
1.0,0.4,0.2512,10,0.2161,9
1.0,0.5,0.2518,10,0.2156,10
1.0,0.6,0.2519,10,0.2145,10
1.0,0.7,0.2512,10,0.2133,10
1.0,0.8,0.2486,10,0.2112,10
1.0,0.9,0.2439,10,0.2033,10
1.0,1.0,0.228,10,0.1838,10
1.0,1.1,0.2067,10,0.1668,10
1.0,1.2,0.1877,9,0.1505,9
1.1,0.0,0.242,10,0.2048,8
1.1,0.1,0.2431,10,0.21,8
1.1,0.2,0.244,11,0.2117,8
1.1,0.3,0.2445,11,0.2118,9
1.1,0.4,0.245,10,0.2108,9
1.1,0.5,0.2453,10,0.2101,10
1.1,0.6,0.2453,10,0.2089,10
1.1,0.7,0.2446,10,0.2078,10
1.1,0.8,0.2426,10,0.2062,10
1.1,0.9,0.239,10,0.1991,10
1.1,1.0,0.2242,10,0.1803,10
1.1,1.1,0.2036,10,0.1638,10
1.1,1.2,0.1852,9,0.1479,9
1.2,0.0,0.2347,10,0.1989,8
1.2,0.1,0.236,10,0.204,8
1.2,0.2,0.2366,11,0.2054,8
1.2,0.3,0.2369,11,0.2052,9
1.2,0.4,0.2371,11,0.204,9
1.2,0.5,0.2373,10,0.2032,9
1.2,0.6,0.2372,10,0.2021,9
1.2,0.7,0.2367,10,0.2013,10
1.2,0.8,0.2352,10,0.2002,10
1.2,0.9,0.2326,10,0.194,10
1.2,1.0,0.2193,10,0.1761,10
1.2,1.1,0.1996,10,0.1602,10
1.2,1.2,0.1818,9,0.1448,9
