alpha2,alpha3,cal_macro_f1,cal_alive,tune_macro_f1,tune_alive
1.1,1.0,0.2238,10,0.1823,10
1.1,1.1,0.203,10,0.1655,10
1.1,1.2,0.1844,9,0.1495,9
1.2,0.0,0.2335,10,0.2004,8
1.2,0.1,0.2345,10,0.2059,8
1.2,0.2,0.2348,10,0.2073,8
1.2,0.3,0.2349,9,0.207,9
1.2,0.4,0.2353,9,0.206,9
1.2,0.5,0.2359,10,0.2052,9
1.2,0.6,0.2362,10,0.2041,9
1.2,0.7,0.2359,10,0.2033,10
1.2,0.8,0.2346,10,0.202,10
1.2,0.9,0.2321,10,0.1959,10
1.2,1.0,0.219,10,0.1781,10
1.2,1.1,0.1991,10,0.1619,10
1.2,1.2,0.1812,9,0.1464,9
